year,region,co,no2,o3,pm10,pm25,psi,so2,buses,cars,motorcycles,others,RoadCategory,RoadCategory_Counts
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,C,5
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,D,2
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,F,28
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,A,3
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,B,13
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,C,1
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,E,2
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,F,16
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,B,5
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,B,26
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,C,5
2019,south,0.5333403884462151,23.593002988047807,25.981075697211157,33.51033366533864,17.71414342629482,55.11043326693227,10.091259960159363,234477,7756144,1667931,1934492,F,13
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,A,3
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,B,35
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,C,3
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,D,1
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,E,1
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,F,14
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,A,5
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,B,26
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,C,5
2019,west,0.5544870517928288,24.022161354581673,21.033740039840637,30.593874501992033,15.484935258964143,50.092629482071715,12.154506972111554,234477,7756144,1667931,1934492,D,2
